X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Defect_Type,Steel_Type
1223,1237,1658945,1658959,184,25,23,20993,93,133,1360,50,0.2872,0.4413,0.4583,0.0065,0.45,1.0,1.0,2.2601,0.9542,1.3617,0.5417,-0.1151,0.3663,Bumps,A400
144,151,9670837,9670878,62,13,11,6165,90,132,1358,85,0.2123,0.2159,0.7273,0.0066,0.6923,1.0,1.0,1.7924,0.9542,1.0414,0.2727,-0.1323,0.1934,Bumps,A300
107,120,1161637,1161649,58,22,19,7588,124,143,1356,70,0.1593,0.5893,0.9231,0.0103,0.6364,0.6316,0.0,1.7634,1.1461,1.0792,-0.0769,0.0305,0.2432,Z_Scratch,A400
1580,1590,2542022,2542072,91,14,14,7263,71,102,1688,150,0.1182,0.4388,0.5,0.0059,0.7143,1.0,1.0,1.959,1.0,1.1461,0.5,-0.3586,0.204,Bumps,A300
581,592,266284,266316,128,24,20,14167,91,127,1690,60,0.8442,0.2841,0.6667,0.0089,0.5833,1.0,1.0,2.1072,1.1761,1.301,0.3333,-0.1562,0.3601,Bumps,A300
1063,1083,4348498,4348516,124,21,21,14703,91,119,1362,80,0.442,0.6,0.6,0.0147,0.7143,0.7143,0.0,2.0934,1.301,1.1761,-0.4,-0.1704,0.374,Bumps,A300
873,891,61803,61826,264,31,23,28625,93,133,1356,200,0.738,0.4929,0.7368,0.014,0.6552,0.8261,0.0,2.4216,1.2787,1.2787,-0.2632,-0.1046,0.4399,Bumps,A300
1605,1613,1761692,1761703,73,14,14,6996,73,109,1656,100,0.0531,0.2857,0.5714,0.0048,0.5714,1.0,1.0,1.8633,0.9031,1.1461,0.4286,-0.3041,0.2469,Bumps,A300
852,860,270702,270711,52,10,9,5795,90,118,1690,70,0.7527,0.2778,0.8889,0.0047,0.7,1.0,1.0,1.716,0.9031,0.9542,0.1111,-0.2097,0.1773,Bumps,A300
1297,1305,3980510,3980528,124,32,17,12587,95,132,1648,80,0.2705,0.3381,0.2941,0.0118,0.381,0.9444,1.0,2.0969,1.2041,1.2305,0.7059,-0.1423,0.6574,Bumps,A300
18,32,184350,184383,111,25,28,13577,84,118,1356,70,0.0369,0.4954,0.5556,0.0081,0.44,0.8571,1.0,2.0453,1.0414,1.2553,0.4444,-0.2423,0.3601,Z_Scratch,A300
41,212,1740121,1740188,6827,293,153,732196,43,124,1362,40,0.0604,0.4583,0.3918,0.1274,0.6436,0.4963,0.0,3.8146,2.238,1.8261,-0.6082,-0.1909,1.0,K_Scatch,A400
559,572,3874199,3874261,103,34,32,12886,119,140,1378,40,0.6773,0.5667,0.5172,0.0104,0.6071,0.8636,1.0,2.0128,1.1461,1.4314,0.4828,-0.0071,0.6868,Dirtiness,A400
39,217,2364667,2364730,7250,328,172,751452,37,141,1356,40,0.0575,0.4934,0.6634,0.1262,0.5408,0.4186,0.0,3.8335,2.2455,1.9395,-0.3366,-0.092,1.0,K_Scatch,A400
1220,1232,87916,87927,78,11,11,7804,81,109,1354,70,0.1478,0.3726,0.8182,0.0051,0.5714,1.0,1.0,1.8921,0.8451,1.0414,0.1818,-0.2673,0.2051,Z_Scratch,A300
41,214,2127441,2127441,6293,277,160,688430,38,126,1358,40,0.0604,0.4121,0.3988,0.1289,0.6809,0.536,0.0,3.8649,2.243,1.8261,-0.6012,-0.1837,1.0,K_Scatch,A400
525,545,1411713,1411861,563,34,101,58157,78,127,1358,40,0.65,0.4375,0.3769,0.0132,0.3778,0.7949,1.0,2.7604,1.2553,1.8261,0.6131,-0.1602,1.0,Bumps,A400
1140,1147,1934838,1934337,52,6,7,6761,105,132,1710,100,0.6464,0.2143,0.5714,0.0059,1.0,1.0,0.0,1.716,0.9031,0.8451,-0.4286,-0.0881,0.1384,Stains,A300
0,12,1846280,1846289,146,30,14,18480,110,135,1353,70,0.1712,0.5436,0.5882,0.014,0.6333,0.6429,0.0,2.1644,1.2787,1.0792,-0.4118,-0.0658,0.3977,Z_Scratch,A400
623,632,4348498,4348516,84,9,9,8996,81,116,1694,100,0.9236,0.3929,0.9,0.0065,0.7778,1.0,0.0,1.9243,1.0414,0.9542,-0.1,-0.2432,0.1954,Bumps,A300
642,647,1807870,1807880,51,10,8,5464,81,116,1358,80,0.9602,0.55,1.0,0.0059,1.0,1.0,0.5,1.7076,1.0,0.9031,0.0,-0.2511,0.1852,Bumps,A300
906,918,1638648,1638668,58,11,14,6999,49,86,1694,60,0.5058,0.2083,0.5714,0.0047,1.0,1.0,1.0,1.7634,0.9031,1.1461,0.4286,-0.5185,0.1862,Pastry,A300
614,622,2182058,2182079,83,12,15,10702,125,142,1364,100,0.9004,0.3393,0.5333,0.0059,0.6667,1.0,1.0,1.9191,0.9031,1.1761,0.4667,0.0229,0.2288,Dirtiness,A400
1224,1235,677184,677200,98,16,17,10855,107,133,1358,175,0.2055,0.4593,0.6,0.0066,0.5625,1.0,1.0,1.9912,0.9542,1.2359,0.4,-0.068,0.2469,Z_Scratch,A400
39,191,1269420,1269438,10880,657,387,1299720,29,127,1402,50,0.0556,0.4931,0.9394,0.1099,0.2331,0.4108,0.0,3.0704,2.1847,2.1703,-0.0606,-0.09,1.0,K_Scatch,A400
1152,1187,1228221,1228359,171,27,29,18671,94,124,1626,70,0.2866,0.3647,0.5185,0.0086,0.5185,0.931,1.0,2.233,1.1461,1.4314,0.4815,-0.1313,0.5096,Bumps,A300
17,27,1283513,1283536,268,18,24,24462,27,110,1358,70,0.0354,0.3287,0.8889,0.0101,0.9444,1.0,1.0,2.4281,1.2305,1.3802,0.1111,-0.3333,0.7833,Z_Scratch,A300
8,16,2375780,2375805,144,13,21,9778,64,93,1687,200,0.0059,0.3619,0.4762,0.0059,0.7692,1.0,1.0,2.1584,1.0,1.3222,0.5238,-0.393,0.3509,Pastry,A300
1122,1137,4703077,4703142,227,47,31,22191,96,127,1360,40,0.6194,0.3519,0.1803,0.0081,0.234,1.0,1.0,2.356,1.0414,1.4914,0.8197,-0.1171,0.5642,Pastry,A400
833,856,4474894,4474920,202,56,22,20438,113,132,1356,40,0.9102,0.6474,0.1806,0.0248,0.7193,0.3934,0.0,2.3054,1.6335,1.0792,-0.8194,-0.0254,0.7281,Bumps,A400
1162,1172,657566,657580,112,16,14,11748,75,140,1356,70,0.2757,0.2315,0.8571,0.0088,0.875,1.0,1.0,2.0492,1.0792,1.1461,0.1429,-0.1809,0.2901,Z_Scratch,A300
532,544,2845229,2845256,168,17,15,19901,86,135,1688,60,0.6311,0.3231,0.9333,0.0083,0.8235,1.0,1.0,2.2253,1.1461,1.1761,0.0667,-0.1477,0.3509,Bumps,A400
799,806,1029590,1029596,35,8,7,4385,129,157,1698,60,0.9411,0.4286,0.75,0.0047,1.0,0.8571,0.0,1.5441,0.9031,0.7782,-0.25,0.0616,0.1551,Bumps,A400
1194,1219,289647,289665,122,28,13,14260,120,140,1364,40,0.2675,0.4967,0.6923,0.0139,0.6786,0.6923,0.0,2.0864,1.2787,0.9542,-0.3077,0.0001,0.4729,Z_Scratch,A400
620,637,2056310,2056391,677,55,67,71112,99,132,1364,100,0.9106,0.3864,0.1739,0.0088,0.2105,1.0,1.0,2.8306,1.0792,1.8129,0.8261,-0.1762,0.9708,Dirtiness,A400
1333,1340,10369596,10369620,65,10,11,6757,93,118,1688,70,0.3352,0.2727,0.9091,0.0065,1.0,1.0,0.0,1.8129,1.0414,1.0414,-0.0909,-0.2068,0.1934,Bumps,A300
1175,1214,281656,281703,265,58,33,32153,116,143,1356,70,0.2057,0.4441,0.4848,0.0198,0.6042,0.8182,0.0,2.4232,1.4314,1.5185,-0.5152,0.0051,0.8183,Z_Scratch,A300
41,214,718174,718237,6828,275,134,723207,44,125,1358,40,0.0604,0.4678,0.3943,0.1289,0.6364,0.5149,0.0,3.836,2.243,1.8129,-0.6057,-0.1877,1.0,K_Scatch,A400
1321,1332,228293,228336,217,20,38,24834,101,133,1362,40,0.0325,0.3333,0.2895,0.0081,0.55,1.0,1.0,2.3365,1.0414,1.5798,0.7105,-0.13,0.6839,Pastry,A400
1194,1219,143167,143219,1035,81,55,132939,112,135,1366,80,0.2054,0.6763,0.8841,0.0269,0.4568,0.6279,1.0,3.0149,1.5682,1.8325,0.1159,-0.0243,1.0,Bumps,A300
41,211,2052389,2052461,6404,296,132,660910,39,124,1358,40,0.0604,0.4441,0.3941,0.1246,0.5676,0.5245,0.0,3.8084,2.2304,1.8325,-0.6059,-0.1876,1.0,K_Scatch,A400
41,218,2787299,2787427,6525,310,149,674367,38,126,1358,40,0.0604,0.4707,0.3815,0.1303,0.5742,0.4497,0.0,3.8146,2.248,1.8261,-0.6185,-0.1911,1.0,K_Scatch,A400
41,216,1750768,1750835,6878,247,156,688430,39,127,1358,40,0.0604,0.41,0.3918,0.1303,0.7172,0.4295,0.0,3.8342,2.248,1.8261,-0.6082,-0.1925,1.0,K_Scatch,A400
215,340,949306,949493,705,175,113,81625,115,140,1360,40,0.1441,0.4285,0.3913,0.0323,0.7771,0.5105,0.0,3.8197,1.6233,1.8062,-0.6087,-0.0184,1.0,K_Scatch,A400
1206,1215,4680348,4680372,86,10,20,8813,91,125,1364,80,0.1688,0.4,0.4,0.0052,0.9,1.0,1.0,1.9345,0.8451,1.301,0.6,-0.1323,0.2469,Bumps,A300
39,187,2109173,2109236,6117,558,349,637883,38,126,1400,40,0.0557,0.3638,0.9494,0.1057,0.2401,0.4351,1.0,3.7893,2.1703,2.1732,0.0506,-0.1427,1.0,K_Scatch,A400
1027,1045,1388373,1388398,329,18,24,36875,101,132,1364,100,0.4846,0.3954,0.6364,0.0081,0.6389,1.0,1.0,2.5276,1.0414,1.3802,0.3636,-0.0828,0.7955,Bumps,A300
1345,1360,10391495,10391507,67,14,10,8808,116,140,1650,69,0.3539,0.4396,0.5385,0.0079,0.9286,0.9,0.0,1.8261,1.1139,0.8451,-0.4615,-0.0099,0.1965,Bumps,A300
855,861,899231,899307,72,10,14,8361,72,101,1687,80,0.0,0.3333,0.6429,0.0053,0.9,1.0,1.0,1.8573,0.9542,1.1461,0.3571,-0.3536,0.1852,Bumps,A300
616,622,625496,625516,178,21,16,17592,95,127,1362,100,0.7463,0.4063,0.75,0.0081,0.4737,1.0,1.0,2.2504,1.0414,1.2041,0.25,-0.1694,0.3494,Dirtiness,A400
460,534,739072,739080,350,109,59,34599,103,127,1358,40,0.6517,0.7074,0.8841,0.0545,0.6789,0.4407,0.0,2.5441,1.8692,1.415,-0.1159,-0.0869,1.0,Bumps,A400
41,211,2943077,2943144,5702,234,131,684236,43,125,1358,40,0.0605,0.4332,0.3918,0.1259,0.6387,0.5454,0.0,3.7981,2.233,1.9731,-0.6082,-0.1853,1.0,K_Scatch,A400
1170,1176,2379116,2379129,56,10,9,6216,92,132,1652,100,0.6316,0.2222,1.0,0.0073,1.0,1.0,0.5,1.7482,1.0,0.9542,0.0,-0.1181,0.1862,Bumps,A300
174,189,3568704,3568718,122,31,15,14697,119,135,1358,40,0.2518,0.5667,0.8125,0.0176,0.8065,0.8,0.0,2.0828,1.3802,1.1139,-0.1875,-0.0689,0.4399,K_Scatch,A400
39,178,2421293,2421350,5357,209,133,527906,53,127,1400,40,0.1265,0.4759,0.3389,0.0971,0.7514,0.4,0.0,3.7316,2.1206,1.7559,-0.6611,-0.1606,1.0,K_Scatch,A400
1082,1094,430948,430980,83,28,16,9105,85,119,1360,80,0.3853,0.6357,0.75,0.0094,0.75,0.75,0.0,1.9191,1.2041,1.0792,-0.25,-0.2498,0.3241,Bumps,A300
39,177,7261606,7261658,4080,196,91,435821,51,125,1358,40,0.0574,0.3952,0.3643,0.0957,0.7472,0.5897,0.0,3.6107,2.1139,1.716,-0.6357,-0.1635,1.0,K_Scatch,A400
1202,1214,1789332,1789337,116,20,24,13352,111,127,1364,80,0.2121,0.5185,0.5909,0.0103,0.8,0.7778,1.0,2.0645,1.1461,1.3424,0.4091,-0.0862,0.4729,Bumps,A300
563,568,1028213,1028219,17,7,6,2167,122,142,1356,50,0.8792,0.3333,1.0,0.0044,0.8571,1.0,0.5,1.2305,0.7782,0.7782,0.0,0.0101,0.1449,Stains,A400
1379,1402,482952,482988,1543,44,30,17274,102,143,1690,143,0.2929,0.6513,0.6923,0.0214,0.6693,0.8333,0.0,3.1884,1.4624,1.3222,-0.3077,-0.0366,1.0,Bumps,A300
1103,1170,140227,141311,571,70,40,62384,78,124,1353,70,0.4339,0.5582,0.2692,0.031,0.3333,0.95,1.0,2.7566,1.6128,1.5315,0.7308,-0.2418,0.9172,Dirtiness,A400
1151,1162,2615295,2615309,63,10,14,6593,86,111,1358,80,0.3118,0.254,0.5,0.0066,0.9,1.0,1.0,1.7993,0.9542,1.1461,0.5,-0.2279,0.204,Bumps,A300
49,72,55824,55826,134,34,14,14429,82,124,1358,40,0.0782,0.7193,0.4348,0.0213,0.8235,0.9444,0.0,2.1271,1.4624,1.2305,-0.5652,-0.2393,0.3945,Z_Scratch,A400
505,522,3552722,3552733,101,27,17,11439,89,124,1356,80,0.7437,0.4697,0.3529,0.0125,0.7407,0.6471,0.0,2.0043,1.2305,1.0414,-0.6471,-0.2298,0.3168,Bumps,A300
2,16,1285016,1285196,618,37,62,647965,83,135,1687,175,0.0083,0.3432,0.3846,0.0083,0.4583,0.9194,1.0,2.7903,1.1461,1.7924,0.6154,-0.1194,0.8299,Pastry,A400
1289,1305,1119116,1119168,209,35,35,24463,96,127,1353,70,0.2127,0.3025,0.2857,0.0125,0.3462,1.0,1.0,2.3201,1.2305,1.5441,0.7143,-0.1426,0.8183,Z_Scratch,A300
6,17,340581,340598,265,25,30,32175,108,133,1360,40,0.0059,0.3175,0.3,0.0081,0.6,1.0,1.0,2.4232,1.0414,1.4771,0.7,-0.0479,0.6781,Bumps,A400
39,188,1413654,1413720,10914,976,680,1238454,27,143,1400,40,0.0557,0.4331,0.9535,0.1141,0.2266,0.4355,1.0,4.0449,2.1903,2.2175,0.0465,-0.0993,1.0,K_Scatch,A400
39,178,4662945,4662964,4403,257,127,499944,48,127,1358,40,0.0573,0.3404,0.3988,0.1141,0.6298,0.5402,0.0,3.6107,2.1903,1.7781,-0.6012,-0.1711,1.0,K_Scatch,A400
43,166,260406,260425,9576,304,145,97514,50,135,1356,40,0.0576,0.5,0.3873,0.031,0.2735,0.5949,1.0,3.9812,1.6128,1.8129,0.6127,-0.1862,1.0,K_Scatch,A400
1257,1275,6245624,6245776,121,40,17,16571,118,135,1360,40,0.1211,0.5218,0.5789,0.0169,0.5,0.8824,0.0,2.0828,1.3617,1.1461,-0.4211,-0.0402,0.3494,Bumps,A400
41,212,1853674,1853744,6059,274,147,656667,43,126,1356,40,0.0605,0.4331,0.3669,0.1274,0.6604,0.5426,0.0,3.8229,2.238,1.8389,-0.6331,-0.1941,1.0,K_Scatch,A400
1262,1274,1975680,1975691,83,15,12,9452,84,140,1688,60,0.4485,0.2667,0.8333,0.0059,0.6667,1.0,1.0,1.9191,1.0,1.0792,0.1667,-0.1742,0.2288,Bumps,A300
723,734,1733145,1733151,34,12,4,4690,118,141,1360,50,0.9585,0.15,0.8,0.0074,0.8333,1.0,0.0,1.5315,1.0,0.6021,-0.2,-0.0049,0.1262,Stains,A400
1134,1157,964921,965451,220,27,35,25660,106,134,1358,175,0.4602,0.5702,0.2143,0.0115,0.3478,0.9286,1.0,2.3424,1.2041,1.5441,0.7857,-0.0958,0.7933,Z_Scratch,A400
619,661,2595595,2595643,169,47,31,18471,83,133,1354,80,0.9292,0.4326,0.9063,0.0236,0.6809,0.9677,0.0,2.2279,1.5051,1.4771,-0.0938,-0.1066,0.5822,Bumps,A300
41,213,2377039,2377320,6234,274,141,688430,48,133,1358,40,0.0604,0.4926,0.3873,0.1252,0.6387,0.431,0.0,3.845,1.415,1.7993,-0.6127,-0.1797,1.0,K_Scatch,A400
823,831,947849,947878,83,13,16,6994,192,212,1387,40,0.8304,0.303,0.6875,0.0081,0.6923,0.9412,1.0,1.9191,1.0414,1.2041,0.3125,0.5916,0.3012,K_Scatch,A400
238,354,388190,388236,4115,187,94,513464,38,126,1666,40,0.3001,0.3669,0.4195,0.0941,0.5796,0.5345,0.0,3.6866,2.1038,1.6902,-0.5805,-0.182,1.0,K_Scatch,A400
1317,1327,1627293,1627306,114,14,12,12367,79,126,1692,70,0.3911,0.1909,0.8461,0.0065,0.7857,1.0,1.0,2.0569,1.0414,1.0792,0.1539,-0.1582,0.257,Bumps,A300
41,42,2066683,2066548,134,14,19,14727,95,124,1360,40,0.0552,0.2525,0.4737,0.0053,0.2857,0.9643,1.0,2.1239,0.9542,1.2787,0.5263,-0.1455,0.2942,Pastry,A400
947,952,1469673,1469845,56,9,10,6296,67,126,1694,60,0.7225,0.5,0.8,0.0059,0.6667,1.0,1.0,1.7482,0.9031,1.0,0.2,-0.2288,0.1852,Bumps,A400
1170,1176,3028545,3028556,84,15,14,9155,104,132,1364,80,0.2757,0.5059,0.7143,0.0088,0.8,1.0,1.0,1.9243,1.0792,1.1461,0.2857,-0.087,0.2532,Bumps,A300
772,777,775041,775118,122,18,20,11647,77,127,1353,40,0.4129,0.3,0.3,0.0088,0.8333,1.0,1.0,2.0864,1.0792,1.301,0.7,-0.2663,0.2792,Pastry,A400
109,141,12806495,12806520,261,50,28,29526,113,135,1362,40,0.1534,0.5268,0.95,0.0147,0.3778,0.8214,1.0,2.4166,1.301,1.3802,0.05,-0.0195,0.7147,Z_Scratch,A400
550,567,1048818,1048832,1570,44,54,180215,93,141,1356,70,0.4164,0.5619,0.4118,0.028,0.9583,0.6389,0.0,3.1766,1.5798,1.4472,-0.5882,-0.0524,1.0,Z_Scratch,A300
1365,1382,2887460,2887476,155,23,18,14760,86,119,1650,69,0.013,0.3555,0.7391,0.0123,0.7391,1.0,0.0,2.1903,1.2305,1.2305,-0.2609,-0.2397,0.6438,Bumps,A300
616,622,66522,66578,126,14,20,13355,86,126,1650,40,0.6696,0.3278,0.45,0.0066,0.6429,1.0,1.0,2.1004,0.9542,1.301,0.55,-0.1776,0.3068,Bumps,A400
864,871,2378173,2378236,121,12,20,13800,88,124,1692,70,0.8792,0.27,0.45,0.0089,1.0,1.0,1.0,2.0828,1.0792,1.301,0.55,-0.1775,0.3359,Bumps,A300
1348,1360,385532,385557,103,27,19,11922,77,133,1688,70,0.3539,0.5048,0.5263,0.0089,0.4815,0.8421,1.0,2.0128,1.0792,1.2787,0.4737,-0.1841,0.3212,Bumps,A300
1300,1308,3976070,3976080,55,8,11,6396,105,132,1650,70,0.4146,0.3438,0.7273,0.0049,1.0,1.0,1.0,1.7404,0.9031,1.0414,0.2727,-0.0791,0.1934,Bumps,A300
5,13,2445033,2445050,204,28,23,21864,90,125,1358,40,0.0072,0.5702,0.6364,0.0088,0.5714,1.0,1.0,2.3096,1.0792,1.3424,0.3636,-0.1578,0.5063,Dirtiness,A400
104,120,1620686,1620708,114,13,16,12174,79,126,1354,70,0.1596,0.3232,0.5625,0.0066,0.6923,0.9412,1.0,2.0569,0.9542,1.2041,0.4375,-0.1706,0.2583,Z_Scratch,A300
897,907,801872,801889,143,24,20,15517,91,124,1362,40,0.7882,0.3316,0.5,0.0073,0.4583,1.0,1.0,2.1553,1.0,1.301,0.5,-0.1424,0.3509,Pastry,A400
2,11,2466355,2466408,631,25,52,61890,93,124,1372,120,0.003,0.3217,0.3542,0.0066,0.36,1.0,1.0,2.7903,0.9542,1.699,0.6458,-0.1887,0.9997,Bumps,A400
1641,1666,2613103,2613123,884,38,70,86424,56,93,1356,70,0.0519,0.3487,0.3667,0.0088,0.3684,1.0,1.0,2.9445,1.1761,1.8261,0.6333,-0.4202,0.9999,Z_Scratch,A300
41,222,2412964,2412966,13699,634,349,1691571,30,141,1402,40,0.0585,0.529,0.9197,0.125,0.2629,0.3949,0.0,4.1339,2.2504,2.1703,-0.0803,-0.0989,1.0,K_Scatch,A400
1080,1088,1973168,1973176,74,10,10,8709,111,133,1710,100,0.7694,0.2778,0.5,0.0047,0.8,1.0,1.0,1.8692,0.9031,1.0,0.5,-0.0791,0.1862,Bumps,A300
39,191,1436076,1436089,12012,578,352,1383987,27,141,1402,40,0.0585,0.4568,0.3955,0.1056,0.264,0.4932,0.0,4.0796,2.1818,2.1703,-0.6045,-0.1063,1.0,K_Scatch,A400
614,622,379740,379759,74,12,12,8542,56,126,1356,70,0.9277,0.4952,0.9167,0.0089,1.0,1.0,0.0,1.8692,1.0792,1.0792,-0.0833,-0.1575,0.2432,Z_Scratch,A300
621,632,5798193,5798213,663,54,80,80541,82,116,1364,100,0.7406,0.35,1.0,0.0081,0.2542,1.0,0.5,2.8306,1.0414,1.7993,0.0,-0.3283,0.9998,Pastry,A400
41,214,1309877,1310041,9892,705,420,1133850,27,140,1402,40,0.0585,0.5916,0.8849,0.125,0.2113,0.3911,1.0,3.9953,2.243,2.233,0.1151,-0.1008,1.0,K_Scatch,A400
39,211,2765714,2765730,6277,275,138,654684,37,124,1356,40,0.0574,0.4121,0.3758,0.1289,0.6346,0.5114,0.0,3.7979,2.243,1.8195,-0.6242,-0.1809,1.0,K_Scatch,A400
39,192,2399992,2400148,7639,558,338,889727,38,135,1400,40,0.0557,0.6448,0.9551,0.1077,0.2491,0.4124,1.0,3.883,2.179,2.1492,0.0449,-0.1077,1.0,K_Scatch,A400
10,22,301492,301511,329,13,46,27035,25,119,1387,40,0.0,0.2513,0.3429,0.0094,0.6923,1.0,1.0,2.5172,1.1139,1.6233,0.6571,-0.1705,0.8705,Pastry,A400
482,490,574196,574216,76,8,11,15385,190,207,1353,40,0.6839,0.4545,0.6364,0.0059,1.0,1.0,1.0,1.8808,0.9031,1.0414,0.3636,0.5799,0.1822,K_Scatch,A400
1410,1420,1430061,1430075,74,12,12,3507,21,82,1692,60,0.271,0.2083,0.8571,0.0041,0.5833,1.0,1.0,1.8692,0.8451,1.0792,0.1429,-0.5971,0.2901,Pastry,A300
1244,1281,1314158,1314195,563,64,60,63525,101,133,1356,70,0.4106,0.7074,0.7576,0.0148,0.375,0.85,1.0,2.7505,1.3979,1.7076,0.2424,-0.1063,0.9917,Bumps,A300
1695,1696,1333074,1333079,17,6,5,2127,112,141,1358,50,0.0519,0.4667,0.8333,0.0044,1.0,1.0,0.0,1.2305,0.7782,0.699,-0.1667,-0.0425,0.14,Stains,A400
434,446,58567,58747,63,10,10,6999,106,127,1360,40,0.7393,0.2562,0.9,0.0044,0.6,1.0,1.0,1.7993,0.7782,1.0,0.1,-0.0973,0.1892,Pastry,A400
1136,1142,3976070,3976080,66,15,10,7519,96,124,1362,40,0.2518,0.34,1.0,0.0073,0.6667,1.0,0.5,1.8195,1.0,1.0,0.0,-0.1366,0.2061,Bumps,A400
0,27,103892,103932,329,26,27,33217,105,133,1354,70,0.0,0.4762,0.7407,0.0074,0.3462,0.5806,1.0,2.5172,1.301,1.301,0.2593,-0.0746,0.7147,Z_Scratch,A300
994,1004,4664228,4664259,612,33,51,64288,79,109,1362,40,0.4949,0.2299,0.8056,0.0164,0.975,0.7097,0.0,2.8306,1.4314,1.7076,-0.1944,-0.2398,0.99,Bumps,A400
43,214,1196243,1196445,12051,731,420,1381722,23,142,1402,40,0.0613,0.5479,0.8706,0.1252,0.2394,0.387,1.0,4.081,2.243,2.2553,0.1294,-0.0767,1.0,K_Scatch,A400
979,989,1214727,1214748,116,12,27,14041,91,127,1690,70,0.7808,0.4133,0.5238,0.0051,0.5714,1.0,1.0,2.0645,0.8451,1.4314,0.4762,-0.098,0.3509,Pastry,A300
1075,1084,1319063,1319076,130,19,21,14926,91,126,1362,50,0.4182,0.2593,0.4762,0.0066,0.4737,1.0,1.0,2.1139,0.9542,1.3222,0.5238,-0.1439,0.4465,Bumps,A400
39,212,2254407,2254463,6494,293,160,676562,41,141,1358,40,0.0605,0.4121,0.3864,0.1259,0.5797,0.4151,0.0,3.8252,2.233,1.8325,-0.6136,-0.1742,1.0,K_Scatch,A400
43,194,1934838,1934989,10986,562,363,1273434,37,141,1404,40,0.0613,0.5594,0.9398,0.1111,0.2066,0.4402,1.0,4.0408,2.1818,2.143,0.0602,-0.0944,1.0,K_Scatch,A400
1288,1305,2538108,2538114,212,15,22,22508,91,118,1387,40,0.0296,0.2828,0.8461,0.0095,0.8,1.0,1.0,2.3444,1.1139,1.3424,0.1539,-0.1961,0.4399,Z_Scratch,A400
39,212,2212076,2212144,6108,266,131,647965,39,124,1358,40,0.0574,0.4558,0.3721,0.1259,0.6423,0.4963,0.0,3.7746,2.233,1.8261,-0.6279,-0.1906,1.0,K_Scatch,A400
1677,1688,1009876,1009888,113,14,13,4712,35,84,1692,70,0.0071,0.2308,0.8571,0.0071,0.8571,1.0,1.0,2.0531,1.0792,1.1461,0.1429,-0.5291,0.2901,Bumps,A300
482,490,237731,237735,54,16,9,5912,86,132,1690,60,0.6979,0.2727,0.8461,0.008,0.8125,1.0,0.0,1.7324,1.1139,0.9542,-0.1539,-0.1301,0.1965,Bumps,A300
1588,1612,711367,711795,1275,93,85,118187,93,119,1354,70,0.1474,0.4579,1.0,0.0452,0.3488,0.9394,0.5,3.073,1.7559,1.9395,0.0,-0.1268,1.0,Pastry,A400
41,218,1566617,1566636,6432,277,153,670952,40,124,1358,40,0.0604,0.4075,0.3918,0.1291,0.6604,0.5,0.0,3.8079,2.243,1.8129,-0.6082,-0.1881,1.0,K_Scatch,A400
37,212,1626575,1626636,1685,251,420,1751637,45,125,1356,40,0.0605,0.438,0.8372,0.1296,0.2482,0.4269,0.0,4.2101,2.2577,2.1732,-0.1628,-0.1925,1.0,K_Scatch,A400
1272,1286,127892,127903,147,14,28,17756,101,132,1362,40,0.1439,0.2641,0.3721,0.0059,0.6154,1.0,1.0,2.1673,0.9031,1.4472,0.6279,-0.0881,0.3834,Bumps,A400
893,917,908164,908176,109,13,12,11618,64,124,1694,80,0.9083,0.2619,0.8571,0.0083,0.9231,1.0,0.0,2.0374,1.1461,1.0792,-0.1429,-0.2402,0.2901,Bumps,A300
41,212,1575657,1575688,12477,265,141,1459713,65,134,1400,40,0.0557,0.4604,0.3793,0.1276,0.8644,0.5097,0.0,3.776,2.238,1.8325,-0.6207,-0.1021,1.0,K_Scatch,A400
812,823,776120,776124,6,8,8,7182,125,158,1360,50,0.8073,0.1625,1.0,0.0044,0.6667,1.0,0.5,0.7782,0.7782,0.9031,0.0,0.2489,0.1449,Stains,A400
1048,1058,1338367,1338402,33,10,10,4385,124,143,1358,143,0.6464,0.2638,0.4,0.0044,0.5,1.0,1.0,1.5185,0.7782,1.0,0.6,0.0212,0.1659,Bumps,A400
787,798,3658081,3658092,67,10,12,7758,97,132,1687,80,0.9534,0.2857,0.5833,0.0047,0.8,1.0,1.0,1.8261,0.9031,1.0792,0.4167,-0.1148,0.1892,Bumps,A300
780,787,823191,823211,55,9,8,6302,99,124,1632,40,0.9324,0.1795,0.7,0.0043,0.7778,1.0,1.0,1.7404,0.8451,0.9031,0.3,-0.1363,0.1753,Pastry,A400
779,868,883004,883186,6277,248,143,657020,86,124,1356,70,0.9106,0.5596,0.8461,0.1134,0.9643,0.9841,0.0,3.7933,2.1959,1.9294,-0.1539,-0.1746,1.0,Z_Scratch,A300
974,982,238656,238667,70,11,11,6811,86,102,1358,40,0.8659,0.2929,0.8182,0.0059,0.7273,1.0,1.0,1.8451,0.9031,1.0414,0.1818,-0.2738,0.2051,Bumps,A400
